driver_id,car_id,timestamp,event_type,trip_id,trip_type,actual_time_min,actual_dist_km,trip_cost,payment_type,cancellation_reason,cash_collected
D27,C2,1/1/2025 13:28,TRIP_END,T32,Uber Pet,12,11.98,25.71,cash,,30.85
D27,C2,1/1/2025 13:34,TRIP_CANCELLED,T33,Uber Pet,,,,,by_driver,
D27,C2,1/1/2025 13:44,TRIP_CANCELLED,T34,Uber X,,,,,by_driver,
D27,C2,1/1/2025 13:53,TRIP_START,T35,Uber X,,,,,,
D27,C2,1/1/2025 14:20,TRIP_END,T35,Uber X,27,17.9,34.88,cash,,41.86
D27,C2,1/1/2025 14:33,TRIP_START,T36,Uber Assist,,,,,,
D27,C2,1/1/2025 14:49,TRIP_END,T36,Uber Assist,16,11,19.4,cash,,23.28
D27,C2,1/1/2025 14:56,TRIP_START,T37,Uber Pet,,,,,,
D27,C2,1/1/2025 15:23,TRIP_END,T37,Uber Pet,27,14.57,40.15,card,,
D27,C2,1/1/2025 15:30,TRIP_START,T38,Uber Assist,,,,,,
D27,C2,1/1/2025 15:42,TRIP_END,T38,Uber Assist,12,8.98,16.18,card,,
D27,C2,1/1/2025 15:47,TRIP_START,T39,Comfort,,,,,,
D27,C2,1/1/2025 16:04,TRIP_END,T39,Comfort,17,5,19.84,card,,
D27,C2,1/1/2025 16:18,TRIP_START,T40,Uber Assist,,,,,,
D27,C2,1/1/2025 16:23,TRIP_END,T40,Uber Assist,5,10.63,16.76,cash,,20.11
D27,C2,1/1/2025 16:31,TRIP_START,T41,Uber X,,,,,,
D27,C2,1/1/2025 16:49,TRIP_END,T41,Uber X,18,7.32,15.38,card,,
D27,C2,1/1/2025 16:59,TRIP_CANCELLED,T42,Uber X,,,,,by_driver,
D27,C2,1/1/2025 17:31,OFFLINE,,,,,,,,
D26,C3,1/1/2025 8:57,ONLINE,,,,,,,,
D26,C3,1/1/2025 9:07,TRIP_START,T43,Comfort,,,,,,
D26,C3,1/1/2025 9:25,TRIP_END,T43,Comfort,18,10.66,31.03,card,,
D26,C3,1/1/2025 9:40,TRIP_CANCELLED,T44,Uber X,,,,,by_rider,
D26,C3,1/1/2025 9:52,TRIP_CANCELLED,T45,Comfort,,,,,by_driver,
D26,C3,1/1/2025 10:01,TRIP_START,T46,Uber X,,,,,,
D26,C3,1/1/2025 10:13,TRIP_END,T46,Uber X,12,9.71,17.05,cash,,20.46
D26,C3,1/1/2025 10:18,TRIP_START,T47,Uber X,,,,,,
D26,C3,1/1/2025 10:34,TRIP_END,T47,Uber X,16,4.69,11.83,card,,
D26,C3,1/1/2025 10:48,TRIP_START,T48,Uber Assist,,,,,,
D26,C3,1/1/2025 11:01,TRIP_END,T48,Uber Assist,13,10.48,18.18,cash,,21.82
D26,C3,1/1/2025 11:06,TRIP_START,T49,Uber Pet,,,,,,
D26,C3,1/1/2025 11:22,TRIP_END,T49,Uber Pet,16,6.8,18.67,cash,,22.4
D26,C3,1/1/2025 11:28,TRIP_START,T50,Uber Assist,,,,,,
D26,C3,1/1/2025 11:43,TRIP_END,T50,Uber Assist,15,11.53,19.84,card,,
D26,C3,1/1/2025 11:52,TRIP_CANCELLED,T51,Uber Pet,,,,,by_rider,
D26,C3,1/1/2025 12:07,TRIP_START,T52,Uber Pet,,,,,,
D26,C3,1/1/2025 12:15,TRIP_END,T52,Uber Pet,8,8.55,19.32,cash,,23.18
D26,C3,1/1/2025 12:20,TRIP_START,T53,Uber X,,,,,,
D26,C3,1/1/2025 12:32,TRIP_END,T53,Uber X,12,2.61,8.53,cash,,10.24
D26,C3,1/1/2025 12:42,TRIP_START,T54,Uber X,,,,,,
D26,C3,1/1/2025 12:48,TRIP_END,T54,Uber X,6,8.01,13.81,card,,
D26,C3,1/1/2025 13:00,TRIP_CANCELLED,T55,Uber X,,,,,by_driver,
D26,C3,1/1/2025 13:15,TRIP_START,T56,Uber Pet,,,,,,
D26,C3,1/1/2025 13:33,TRIP_END,T56,Uber Pet,18,10.76,25.37,card,,
D26,C3,1/1/2025 13:43,TRIP_CANCELLED,T57,Uber X,,,,,by_rider,
D26,C3,1/1/2025 13:52,TRIP_CANCELLED,T58,Uber X,,,,,by_rider,
D26,C3,1/1/2025 13:57,TRIP_START,T59,Uber X,,,,,,
D26,C3,1/1/2025 14:08,TRIP_END,T59,Uber X,11,10.08,17.3,card,,
D26,C3,1/1/2025 14:22,TRIP_CANCELLED,T60,Comfort,,,,,by_rider,
D26,C3,1/1/2025 14:57,OFFLINE,,,,,,,,
D25,C4,1/1/2025 8:00,ONLINE,,,,,,,,
D25,C4,1/1/2025 8:10,TRIP_START,T61,Comfort,,,,,,
D25,C4,1/1/2025 8:28,TRIP_END,T61,Comfort,18,7.39,24.75,card,,
D25,C4,1/1/2025 8:43,TRIP_CANCELLED,T62,Uber Pet,,,,,by_rider,
D25,C4,1/1/2025 8:53,TRIP_START,T63,Uber X,,,,,,
D25,C4,1/1/2025 9:09,TRIP_END,T63,Uber X,16,4.31,11.37,card,,
D25,C4,1/1/2025 9:21,TRIP_CANCELLED,T64,Uber X,,,,,by_rider,
D25,C4,1/1/2025 9:36,TRIP_START,T65,Uber Assist,,,,,,
D25,C4,1/1/2025 9:48,TRIP_END,T65,Uber Assist,12,6.49,13.19,card,,
D25,C4,1/1/2025 9:55,TRIP_START,T66,Uber Assist,,,,,,
D25,C4,1/1/2025 10:22,TRIP_END,T66,Uber Assist,27,21.65,39.38,card,,
D25,C4,1/1/2025 10:31,TRIP_START,T67,Uber Assist,,,,,,
D25,C4,1/1/2025 10:39,TRIP_END,T67,Uber Assist,8,2.82,7.98,card,,
D25,C4,1/1/2025 10:54,TRIP_START,T68,Uber Assist,,,,,,
D25,C4,1/1/2025 11:20,TRIP_END,T68,Uber Assist,26,23.5,41.4,card,,
D25,C4,1/1/2025 11:31,TRIP_CANCELLED,T69,Uber Pet,,,,,by_driver,
D25,C4,1/1/2025 11:36,TRIP_START,T70,Uber Assist,,,,,,
D25,C4,1/1/2025 11:43,TRIP_END,T70,Uber Assist,7,3.32,8.38,cash,,10.06
D25,C4,1/1/2025 11:54,TRIP_CANCELLED,T71,Comfort,,,,,by_rider,
D25,C4,1/1/2025 12:04,TRIP_CANCELLED,T72,Comfort,,,,,by_driver,
D25,C4,1/1/2025 12:14,TRIP_CANCELLED,T73,Uber Assist,,,,,by_driver,
D25,C4,1/1/2025 12:21,TRIP_START,T74,Comfort,,,,,,
D25,C4,1/1/2025 12:28,TRIP_END,T74,Comfort,7,3.52,13.8,cash,,16.56
D25,C4,1/1/2025 12:40,TRIP_START,T75,Uber X,,,,,,
D25,C4,1/1/2025 12:59,TRIP_END,T75,Uber X,19,3.77,11.32,card,,
D25,C4,1/1/2025 13:11,TRIP_CANCELLED,T76,Uber Assist,,,,,by_driver,
D25,C4,1/1/2025 13:18,TRIP_START,T77,Uber X,,,,,,
D25,C4,1/1/2025 13:29,TRIP_END,T77,Uber X,11,6.31,12.77,cash,,15.32
D25,C4,1/1/2025 13:38,TRIP_CANCELLED,T78,Uber Assist,,,,,by_rider,
D25,C4,1/1/2025 13:47,TRIP_START,T79,Comfort,,,,,,
D25,C4,1/1/2025 14:15,TRIP_END,T79,Comfort,28,24.83,69.43,card,,
D25,C4,1/1/2025 14:22,TRIP_START,T80,Comfort,,,,,,
D25,C4,1/1/2025 14:32,TRIP_END,T80,Comfort,10,2.27,12.36,card,,
D25,C4,1/1/2025 14:37,TRIP_START,T81,Uber Assist,,,,,,
D25,C4,1/1/2025 14:51,TRIP_END,T81,Uber Assist,14,11.42,19.5,cash,,23.4
D25,C4,1/1/2025 15:03,TRIP_CANCELLED,T82,Comfort,,,,,by_rider,
D25,C4,1/1/2025 15:15,TRIP_CANCELLED,T83,Comfort,,,,,by_driver,
D25,C4,1/1/2025 15:23,TRIP_START,T84,Uber X,,,,,,
D25,C4,1/1/2025 15:38,TRIP_END,T84,Uber X,15,3.57,10.28,cash,,12.34
D25,C4,1/1/2025 15:51,TRIP_START,T85,Uber X,,,,,,
D25,C4,1/1/2025 15:58,TRIP_END,T85,Uber X,7,9.07,15.28,card,,
D25,C4,1/1/2025 16:11,TRIP_START,T86,Comfort,,,,,,
D25,C4,1/1/2025 16:17,TRIP_END,T86,Comfort,6,11.49,28.78,card,,
D25,C4,1/1/2025 16:28,TRIP_START,T87,Uber X,,,,,,
D25,C4,1/1/2025 16:55,TRIP_END,T87,Uber X,27,20.1,37.52,cash,,45.02
D25,C4,1/1/2025 17:00,OFFLINE,,,,,,,,
D30,C5,1/1/2025 8:27,ONLINE,,,,,,,,
D30,C5,1/1/2025 8:37,TRIP_START,T88,Premium,,,,,,
D30,C5,1/1/2025 8:51,TRIP_END,T88,Premium,14,3.32,18.59,card,,
D30,C5,1/1/2025 8:57,TRIP_START,T89,Premium,,,,,,
D30,C5,1/1/2025 9:08,TRIP_END,T89,Premium,11,9.1,30.63,cash,,36.76
D30,C5,1/1/2025 9:22,TRIP_CANCELLED,T90,Uber X,,,,,by_rider,
D30,C5,1/1/2025 9:30,TRIP_START,T91,Uber X,,,,,,
D30,C5,1/1/2025 10:05,TRIP_END,T91,Uber X,35,17.35,35.82,cash,,42.98
D30,C5,1/1/2025 10:14,TRIP_CANCELLED,T92,Uber Pet,,,,,by_rider,
D30,C5,1/1/2025 10:24,TRIP_START,T93,Uber X,,,,,,
D30,C5,1/1/2025 10:42,TRIP_END,T93,Uber X,18,3.16,10.39,cash,,12.47
D30,C5,1/1/2025 10:52,TRIP_START,T94,Uber X,,,,,,
D30,C5,1/1/2025 11:01,TRIP_END,T94,Uber X,9,9.74,16.49,cash,,19.79
D30,C5,1/1/2025 11:16,TRIP_START,T95,Comfort,,,,,,
D30,C5,1/1/2025 11:30,TRIP_END,T95,Comfort,14,4.68,18.27,cash,,21.92
D30,C5,1/1/2025 11:40,TRIP_START,T96,Uber X,,,,,,
D30,C5,1/1/2025 11:55,TRIP_END,T96,Uber X,15,6.11,13.33,cash,,16
D30,C5,1/1/2025 12:00,TRIP_START,T97,Premium,,,,,,
D30,C5,1/1/2025 12:12,TRIP_END,T97,Premium,12,5.4,22.57,cash,,27.08
D30,C5,1/1/2025 12:20,TRIP_START,T98,Premium,,,,,,
D30,C5,1/1/2025 12:30,TRIP_END,T98,Premium,10,7.36,26.28,cash,,31.54
D30,C5,1/1/2025 12:43,TRIP_CANCELLED,T99,Premium,,,,,by_rider,
D30,C5,1/1/2025 12:56,TRIP_CANCELLED,T100,Uber Pet,,,,,by_rider,
D30,C5,1/1/2025 13:09,TRIP_START,T101,Comfort,,,,,,
D30,C5,1/1/2025 13:21,TRIP_END,T101,Comfort,12,4.9,18.05,cash,,21.66
D30,C5,1/1/2025 13:29,TRIP_CANCELLED,T102,Premium,,,,,by_driver,
D30,C5,1/1/2025 13:42,TRIP_START,T103,Premium,,,,,,
D30,C5,1/1/2025 13:59,TRIP_END,T103,Premium,17,9.91,34.75,card,,
D30,C5,1/1/2025 14:04,TRIP_START,T104,Premium,,,,,,
D30,C5,1/1/2025 14:16,TRIP_END,T104,Premium,12,2.34,15.6,cash,,18.72
D30,C5,1/1/2025 14:23,TRIP_START,T105,Premium,,,,,,
D30,C5,1/1/2025 14:51,TRIP_END,T105,Premium,28,22.93,78.12,card,,
D30,C5,1/1/2025 15:02,TRIP_START,T106,Uber Assist,,,,,,
D30,C5,1/1/2025 15:11,TRIP_END,T106,Uber Assist,9,2.96,8.35,cash,,10.02
D30,C5,1/1/2025 15:25,TRIP_START,T107,Premium,,,,,,
D30,C5,1/1/2025 15:55,TRIP_END,T107,Premium,30,16.38,63.95,cash,,76.74
D30,C5,1/1/2025 16:03,TRIP_START,T108,Uber X,,,,,,
D30,C5,1/1/2025 16:23,TRIP_END,T108,Uber X,20,5.77,13.92,card,,
D30,C5,1/1/2025 16:34,TRIP_START,T109,Uber Assist,,,,,,
D30,C5,1/1/2025 16:54,TRIP_END,T109,Uber Assist,20,4.84,12.81,card,,
D30,C5,1/1/2025 17:27,OFFLINE,,,,,,,,
D19,C5,1/1/2025 8:09,ONLINE,,,,,,,,
D19,C5,1/1/2025 8:19,TRIP_START,T110,Premium,,,,,,
D19,C5,1/1/2025 8:35,TRIP_END,T110,Premium,16,9.63,33.74,cash,,40.49
D19,C5,1/1/2025 8:40,TRIP_START,T111,Uber X,,,,,,
D19,C5,1/1/2025 8:52,TRIP_END,T111,Uber X,12,6.47,13.16,card,,
D19,C5,1/1/2025 9:02,TRIP_CANCELLED,T112,Comfort,,,,,by_rider,
D19,C5,1/1/2025 9:14,TRIP_START,T113,Uber Assist,,,,,,
D19,C5,1/1/2025 9:21,TRIP_END,T113,Uber Assist,7,3.41,8.49,cash,,10.19
D19,C5,1/1/2025 9:35,TRIP_START,T114,Uber Pet,,,,,,
D19,C5,1/1/2025 9:41,TRIP_END,T114,Uber Pet,6,9.67,20.55,cash,,24.66
D19,C5,1/1/2025 9:51,TRIP_CANCELLED,T115,Uber Assist,,,,,by_rider,
D19,C5,1/1/2025 10:00,TRIP_START,T116,Uber Pet,,,,,,
D19,C5,1/1/2025 10:20,TRIP_END,T116,Uber Pet,20,7.46,20.74,card,,
D19,C5,1/1/2025 10:32,TRIP_START,T117,Uber X,,,,,,
D19,C5,1/1/2025 10:39,TRIP_END,T117,Uber X,7,11.21,17.85,card,,
D19,C5,1/1/2025 10:44,TRIP_START,T118,Uber X,,,,,,
D19,C5,1/1/2025 10:52,TRIP_END,T118,Uber X,8,3.66,8.99,card,,
D19,C5,1/1/2025 11:03,TRIP_START,T119,Uber Assist,,,,,,
D19,C5,1/1/2025 11:23,TRIP_END,T119,Uber Assist,20,3.4,11.08,cash,,13.3
D19,C5,1/1/2025 11:32,TRIP_START,T120,Uber Pet,,,,,,
D19,C5,1/1/2025 11:46,TRIP_END,T120,Uber Pet,14,9.2,21.89,cash,,26.27
D19,C5,1/1/2025 11:56,TRIP_CANCELLED,T121,Uber Assist,,,,,by_driver,
D19,C5,1/1/2025 12:06,TRIP_CANCELLED,T122,Comfort,,,,,by_rider,
D19,C5,1/1/2025 12:13,TRIP_START,T123,Uber X,,,,,,
D19,C5,1/1/2025 12:33,TRIP_END,T123,Uber X,20,2.1,9.52,card,,
D19,C5,1/1/2025 12:39,TRIP_START,T124,Comfort,,,,,,
D19,C5,1/1/2025 13:14,TRIP_END,T124,Comfort,35,39.03,110.14,card,,
D19,C5,1/1/2025 13:27,TRIP_START,T125,Uber X,,,,,,
D19,C5,1/1/2025 13:35,TRIP_END,T125,Uber X,8,2.61,7.73,card,,
D19,C5,1/1/2025 13:50,TRIP_START,T126,Premium,,,,,,
D19,C5,1/1/2025 14:02,TRIP_END,T126,Premium,12,5.45,22.69,card,,
D19,C5,1/1/2025 14:13,TRIP_START,T127,Uber X,,,,,,
D19,C5,1/1/2025 14:27,TRIP_END,T127,Uber X,14,5.67,12.6,cash,,15.12
D19,C5,1/1/2025 15:09,OFFLINE,,,,,,,,
D14,C6,1/1/2025 8:37,ONLINE,,,,,,,,
D14,C6,1/1/2025 8:47,TRIP_START,T128,Comfort,,,,,,
D14,C6,1/1/2025 8:54,TRIP_END,T128,Comfort,7,7.93,22.27,card,,
D14,C6,1/1/2025 9:03,TRIP_START,T129,Uber Assist,,,,,,
D14,C6,1/1/2025 9:12,TRIP_END,T129,Uber Assist,9,9.97,16.76,cash,,20.11
D14,C6,1/1/2025 9:26,TRIP_CANCELLED,T130,Comfort,,,,,by_rider,
D14,C6,1/1/2025 9:32,TRIP_START,T131,Uber Assist,,,,,,
D14,C6,1/1/2025 9:56,TRIP_END,T131,Uber Assist,24,12.15,27.38,card,,
D14,C6,1/1/2025 10:01,TRIP_START,T132,Uber Assist,,,,,,
D14,C6,1/1/2025 10:20,TRIP_END,T132,Uber Assist,19,6.25,14.3,cash,,17.16
D14,C6,1/1/2025 10:26,TRIP_START,T133,Uber Assist,,,,,,
D14,C6,1/1/2025 10:43,TRIP_END,T133,Uber Assist,17,5.77,13.32,cash,,15.98
D14,C6,1/1/2025 10:56,TRIP_CANCELLED,T134,Uber Pet,,,,,by_rider,
D14,C6,1/1/2025 11:05,TRIP_START,T135,Uber Assist,,,,,,
D14,C6,1/1/2025 11:23,TRIP_END,T135,Uber Assist,18,7.6,15.72,cash,,18.86
D14,C6,1/1/2025 11:36,TRIP_CANCELLED,T136,Uber X,,,,,by_driver,
D14,C6,1/1/2025 11:46,TRIP_START,T137,Uber Pet,,,,,,
D14,C6,1/1/2025 11:57,TRIP_END,T137,Uber Pet,11,8.17,19.51,cash,,23.41
D14,C6,1/1/2025 12:02,TRIP_START,T138,Comfort,,,,,,
D14,C6,1/1/2025 12:18,TRIP_END,T138,Comfort,16,7.26,23.86,cash,,28.63
D14,C6,1/1/2025 12:28,TRIP_START,T139,Comfort,,,,,,
D14,C6,1/1/2025 12:48,TRIP_END,T139,Comfort,20,19.1,55.87,cash,,67.04
D14,C6,1/1/2025 12:59,TRIP_CANCELLED,T140,Comfort,,,,,by_rider,
D14,C6,1/1/2025 13:11,TRIP_CANCELLED,T141,Uber Pet,,,,,by_driver,
D14,C6,1/1/2025 13:26,TRIP_CANCELLED,T142,Comfort,,,,,by_driver,
D14,C6,1/1/2025 13:33,TRIP_START,T143,Comfort,,,,,,
D14,C6,1/1/2025 13:57,TRIP_END,T143,Comfort,24,11.24,42.06,card,,
D14,C6,1/1/2025 14:02,TRIP_START,T144,Uber Pet,,,,,,
D14,C6,1/1/2025 14:15,TRIP_END,T144,Uber Pet,13,11.83,25.73,card,,
D14,C6,1/1/2025 14:37,OFFLINE,,,,,,,,
D4,C6,1/1/2025 8:47,ONLINE,,,,,,,,
D4,C6,1/1/2025 8:57,TRIP_START,T145,Uber Pet,,,,,,
D4,C6,1/1/2025 9:27,TRIP_END,T145,Uber Pet,30,23.47,54.81,cash,,65.77
D4,C6,1/1/2025 9:42,TRIP_START,T146,Uber Pet,,,,,,
D4,C6,1/1/2025 9:48,TRIP_END,T146,Uber Pet,6,2.65,9.59,cash,,11.51
D4,C6,1/1/2025 10:00,TRIP_START,T147,Uber Assist,,,,,,
D4,C6,1/1/2025 10:11,TRIP_END,T147,Uber Assist,11,8.89,15.87,card,,
D4,C6,1/1/2025 10:16,TRIP_START,T148,Uber Assist,,,,,,
D4,C6,1/1/2025 10:32,TRIP_END,T148,Uber Assist,16,3.18,10.02,card,,
D4,C6,1/1/2025 10:44,TRIP_START,T149,Comfort,,,,,,
D4,C6,1/1/2025 10:51,TRIP_END,T149,Comfort,7,3.83,14.39,card,,
D4,C6,1/1/2025 11:06,TRIP_START,T150,Uber Pet,,,,,,
D4,C6,1/1/2025 11:31,TRIP_END,T150,Uber Pet,25,21.83,50.95,cash,,61.14
D4,C6,1/1/2025 11:39,TRIP_START,T151,Uber Pet,,,,,,
D4,C6,1/1/2025 11:50,TRIP_END,T151,Uber Pet,11,9.47,21.53,cash,,25.84
D4,C6,1/1/2025 11:59,TRIP_CANCELLED,T152,Uber Assist,,,,,by_driver,
D4,C6,1/1/2025 12:08,TRIP_START,T153,Uber X,,,,,,
D4,C6,1/1/2025 12:33,TRIP_END,T153,Uber X,25,24.69,42.63,cash,,51.16
D4,C6,1/1/2025 12:45,TRIP_START,T154,Uber Assist,,,,,,
D4,C6,1/1/2025 13:01,TRIP_END,T154,Uber Assist,16,5.49,12.79,card,,
D4,C6,1/1/2025 13:15,TRIP_START,T155,Uber Assist,,,,,,
D4,C6,1/1/2025 13:26,TRIP_END,T155,Uber Assist,11,11.94,19.53,cash,,23.44
D4,C6,1/1/2025 13:41,TRIP_START,T156,Uber X,,,,,,
D4,C6,1/1/2025 13:52,TRIP_END,T156,Uber X,11,5.42,11.7,card,,
D4,C6,1/1/2025 14:00,TRIP_START,T157,Comfort,,,,,,
D4,C6,1/1/2025 14:19,TRIP_END,T157,Comfort,19,4.61,19.73,card,,
D4,C6,1/1/2025 14:31,TRIP_CANCELLED,T158,Comfort,,,,,by_driver,
D4,C6,1/1/2025 14:46,TRIP_START,T159,Uber Assist,,,,,,
D4,C6,1/1/2025 14:51,TRIP_END,T159,Uber Assist,5,3.59,8.31,cash,,9.97
D4,C6,1/1/2025 14:57,TRIP_CANCELLED,T160,Uber Assist,,,,,by_driver,
D4,C6,1/1/2025 15:09,TRIP_START,T161,Uber Assist,,,,,,
D4,C6,1/1/2025 15:43,TRIP_END,T161,Uber Assist,34,18.9,37.48,cash,,44.98
D4,C6,1/1/2025 15:51,TRIP_START,T162,Uber Assist,,,,,,
D4,C6,1/1/2025 16:07,TRIP_END,T162,Uber Assist,16,8.01,15.81,cash,,18.97
D4,C6,1/1/2025 16:15,TRIP_START,T163,Uber X,,,,,,
D4,C6,1/1/2025 16:23,TRIP_END,T163,Uber X,8,6.21,12.05,cash,,14.46
D4,C6,1/1/2025 16:47,OFFLINE,,,,,,,,
D4,C7,1/1/2025 8:37,ONLINE,,,,,,,,
D4,C7,1/1/2025 8:47,TRIP_START,T164,Uber Pet,,,,,,
D4,C7,1/1/2025 9:01,TRIP_END,T164,Uber Pet,14,10.87,24.5,card,,
D4,C7,1/1/2025 9:11,TRIP_CANCELLED,T165,Uber X,,,,,by_driver,
D4,C7,1/1/2025 9:23,TRIP_CANCELLED,T166,Uber Pet,,,,,by_rider,
D4,C7,1/1/2025 9:32,TRIP_START,T167,Uber Pet,,,,,,
D4,C7,1/1/2025 9:42,TRIP_END,T167,Uber Pet,10,4.36,13.3,cash,,15.96
D4,C7,1/1/2025 9:50,TRIP_START,T168,Uber Pet,,,,,,
D4,C7,1/1/2025 10:06,TRIP_END,T168,Uber Pet,16,2.05,11.26,cash,,13.51
D4,C7,1/1/2025 10:19,TRIP_CANCELLED,T169,Uber Assist,,,,,by_driver,
D4,C7,1/1/2025 10:25,TRIP_CANCELLED,T170,Uber Pet,,,,,by_driver,
D4,C7,1/1/2025 10:34,TRIP_START,T171,Comfort,,,,,,
D4,C7,1/1/2025 11:07,TRIP_END,T171,Comfort,33,18.95,59.74,cash,,71.69
D4,C7,1/1/2025 11:21,TRIP_START,T172,Uber X,,,,,,
D4,C7,1/1/2025 11:31,TRIP_END,T172,Uber X,10,9.68,16.62,cash,,19.94
D4,C7,1/1/2025 11:36,TRIP_START,T173,Uber Pet,,,,,,
D4,C7,1/1/2025 11:53,TRIP_END,T173,Uber Pet,17,11.15,25.71,card,,
D4,C7,1/1/2025 11:58,TRIP_START,T174,Uber Assist,,,,,,
D4,C7,1/1/2025 12:16,TRIP_END,T174,Uber Assist,18,2.93,10.12,card,,
D4,C7,1/1/2025 12:25,TRIP_START,T175,Uber Assist,,,,,,
D4,C7,1/1/2025 12:45,TRIP_END,T175,Uber Assist,20,2.35,9.82,card,,
